,ADMIN,date,tweets_num,score
452,Austria,2018-12-31,14,0.6998347857142857
453,Austria,2019-01-31,7,0.5438315714285714
454,Austria,2019-02-28,19,0.701335052631579
455,Austria,2019-03-31,22,0.7095252727272727
456,Austria,2019-04-30,12,0.7636659166666666
457,Austria,2019-05-31,8,0.766332875
458,Austria,2019-06-30,2,0.6648365
459,Austria,2019-07-31,11,0.7800362727272727
460,Austria,2019-08-31,12,0.6528900833333333
461,Austria,2019-09-30,6,0.7199955
462,Austria,2019-10-31,15,0.7452070666666667
463,Austria,2019-11-30,5,0.721224
464,Austria,2019-12-31,5,0.7816406
465,Austria,2020-01-31,7,0.7605991428571429
466,Austria,2020-02-29,21,0.7245382380952381
467,Austria,2020-03-31,2,0.7625395
468,Austria,2020-04-30,5,0.7836466
469,Austria,2020-05-31,4,0.73421475
470,Austria,2020-06-30,13,0.6831833076923076
471,Austria,2020-07-31,13,0.66978
472,Austria,2020-08-31,9,0.7686388888888889
473,Austria,2020-09-30,23,0.6152491739130435
474,Austria,2020-10-31,9,0.6969894444444444
475,Austria,2020-11-30,11,0.7552551818181819
476,Austria,2020-12-31,15,0.8075935333333334
477,Austria,2021-01-31,101,0.7029259999999999
478,Austria,2021-02-28,68,0.7316181323529412
479,Austria,2021-03-31,31,0.6595250322580645
480,Austria,2021-04-30,33,0.6946460606060606
481,Austria,2021-05-31,33,0.6356662121212121
482,Austria,2021-06-30,12,0.6544404166666667
483,Austria,2021-07-31,46,0.6596683695652173
484,Austria,2021-08-31,17,0.6368497647058824
485,Austria,2021-09-30,24,0.5265814999999999
486,Austria,2021-10-31,19,0.6829778421052631
487,Austria,2021-11-30,42,0.6972966190476191
488,Austria,2021-12-31,66,0.6810482878787878
489,Austria,2022-01-31,42,0.6504372857142857
490,Austria,2022-02-28,15,0.6225155333333333
491,Austria,2022-03-31,21,0.6192773809523809
492,Austria,2022-04-30,20,0.69666925
493,Austria,2022-05-31,39,0.6969148205128205
494,Austria,2022-06-30,16,0.6572218125
495,Austria,2022-07-31,17,0.636384411764706
496,Austria,2022-08-31,32,0.6354449375
497,Austria,2022-09-30,52,0.6698439615384615
498,Austria,2022-10-31,44,0.7046189545454545
499,Austria,2022-11-30,12,0.5601994166666667
500,Austria,2022-12-31,15,0.7700732666666668
501,Austria,2023-01-31,26,0.8382562692307692
502,Austria,2023-02-28,16,0.65269625
503,Austria,2023-03-31,8,0.757633
504,Austria,2023-04-30,1,0.911171
505,Austria,2023-05-31,3,0.7411603333333333
506,Austria,2023-06-30,3,0.750344
507,Azerbaijan,2013-09-30,1,0.843063
508,Azerbaijan,2014-10-31,1,0.65364
509,Azerbaijan,2015-01-31,1,0.403447
510,Azerbaijan,2017-08-31,2,0.6603915
511,Azerbaijan,2018-03-31,1,0.599625
512,Azerbaijan,2018-12-31,1,0.654431
513,Azerbaijan,2019-10-31,1,0.593848
514,Azerbaijan,2019-12-31,1,0.395369
515,Azerbaijan,2020-02-29,1,0.673516
516,Azerbaijan,2020-03-31,2,0.5856995
517,Azerbaijan,2020-07-31,18,0.3661606666666667
518,Azerbaijan,2020-08-31,7,0.5363821428571429
519,Azerbaijan,2020-09-30,2,0.687656
520,Azerbaijan,2020-10-31,14,0.41751935714285715
521,Azerbaijan,2020-11-30,13,0.4413976153846154
522,Azerbaijan,2020-12-31,1,0.395968
523,Azerbaijan,2021-01-31,2,0.871558
524,Azerbaijan,2021-02-28,2,0.5090595
525,Azerbaijan,2021-04-30,1,0.783386
526,Azerbaijan,2021-05-31,12,0.61102325
527,Azerbaijan,2021-06-30,4,0.53147325
528,Azerbaijan,2021-07-31,3,0.626474
529,Azerbaijan,2021-09-30,7,0.7477334285714285
530,Azerbaijan,2021-10-31,1,0.742409
531,Azerbaijan,2021-11-30,6,0.6368148333333333
532,Azerbaijan,2021-12-31,31,0.6640290322580645
533,Azerbaijan,2022-01-31,18,0.6089226666666667
534,Azerbaijan,2022-02-28,6,0.7500176666666666
535,Azerbaijan,2022-03-31,4,0.6739010000000001
536,Azerbaijan,2022-04-30,4,0.44944325
537,Azerbaijan,2022-05-31,7,0.7659125714285714
538,Azerbaijan,2022-06-30,4,0.445385
539,Azerbaijan,2022-07-31,3,0.8782603333333334
540,Azerbaijan,2022-08-31,2,0.6416025000000001
541,Azerbaijan,2022-09-30,4,0.6050037500000001
542,Azerbaijan,2022-11-30,5,0.5765705999999999
543,Azerbaijan,2022-12-31,1,0.743349
544,Azerbaijan,2023-01-31,1,0.640053
545,Azerbaijan,2023-02-28,1,0.838001
546,Azerbaijan,2023-03-31,5,0.8669117999999999
547,Azerbaijan,2023-04-30,3,0.8339606666666667
548,Azerbaijan,2023-05-31,2,0.5800004999999999
549,Bahrain,2013-01-31,5,0.5157292
550,Bahrain,2015-02-28,1,0.587693
551,Bahrain,2015-03-31,1,0.484644
552,Bahrain,2016-05-31,1,0.781672
553,Bahrain,2018-09-30,3,0.619938
554,Bahrain,2018-10-31,1,0.195419
555,Bahrain,2019-01-31,1,0.711133
556,Bahrain,2019-03-31,1,0.959576
557,Bahrain,2019-04-30,1,0.888928
558,Bahrain,2019-10-31,1,0.90186
559,Bahrain,2020-06-30,1,0.858283
560,Bahrain,2020-07-31,1,0.907198
561,Bahrain,2020-08-31,1,0.684527
562,Bahrain,2020-12-31,1,0.568804
563,Bahrain,2021-01-31,4,0.52056
564,Bahrain,2021-02-28,10,0.5036136
565,Bahrain,2021-03-31,8,0.716479125
566,Bahrain,2021-04-30,1,0.103097
567,Bahrain,2021-05-31,9,0.5674932222222222
568,Bahrain,2021-06-30,2,0.6709655
569,Bahrain,2021-07-31,8,0.696828125
570,Bahrain,2021-08-31,5,0.6160238
571,Bahrain,2021-09-30,12,0.7711229166666667
572,Bahrain,2021-10-31,4,0.626521
573,Bahrain,2021-11-30,3,0.753535
574,Bahrain,2021-12-31,6,0.7498808333333334
575,Bahrain,2022-01-31,7,0.7485732857142857
576,Bahrain,2022-03-31,9,0.6710324444444444
577,Bahrain,2022-04-30,5,0.6105392000000001
578,Bahrain,2022-05-31,4,0.52433475
579,Bahrain,2022-06-30,2,0.772219
580,Bahrain,2022-07-31,1,0.789308
581,Bahrain,2022-08-31,7,0.6063904285714286
582,Bahrain,2022-09-30,44,0.8252476363636364
583,Bahrain,2022-10-31,2,0.102682
584,Bahrain,2022-11-30,2,0.8762194999999999
585,Bahrain,2023-01-31,3,0.628726
586,Bahrain,2023-05-31,94,0.6570570425531915
587,Bangladesh,2013-11-30,1,0.791266
588,Bangladesh,2014-02-28,3,0.7250893333333334
589,Bangladesh,2014-03-31,4,0.39451225
590,Bangladesh,2014-04-30,2,0.47480199999999995
